--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
| Usuário    |TMv|Cen.|Dep.|Material  |Texto breve material                    |Tp.aval. |Lote      |Elemento PEP      |Doc.mat.  |Data lçto.| Quantidade|Pedido    |Referência      |Texto cab.documento      | Nºreser.|DiagRede  |  Montante MI| 
| M2A0       |551|2096|M029|12.851.541|Manilha curva RR-C-271 gr 8 CMT 120 tf  |A RECUPER|A RECUPER |                  |4904178876|06.01.2026|         1-|          |FICHA 786561    |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|12.851.541|Manilha curva RR-C-271 gr 8 CMT 120 tf  |A RECUPER|A RECUPER |                  |4904178493|06.01.2026|         1-|          |FICHA 786561    |                         |         |          |        0,00 |
| M2A0       |301|2096|M029|12.851.541|Manilha curva RR-C-271 gr 8 CMT 120 tf  |CONS/IAMN|CONS/IAMN |                  |4904127361|02.01.2026|         1-|          |                |                         |         |          |   11.056,30-|
| M2A0       |301|2096|M029|12.851.541|Manilha curva RR-C-271 gr 8 CMT 120 tf  |CONS/IAMN|CONS/IAMN |                  |4904125625|02.01.2026|         7-|          |                |                         |         |          |   77.394,09-|
| M2A0       |343|2096|M029|12.851.542|Manilha curva RR-C-271 gr 8 CMT 55 t    |A RECUPER|A RECUPER |                  |4904160489|05.01.2026|         2 |          |FICHA  753916   |                         |         |          |        0,00 |
| M2A0       |343|2096|M029|12.851.542|Manilha curva RR-C-271 gr 8 CMT 55 t    |A RECUPER|A RECUPER |                  |4904160489|05.01.2026|         2-|          |FICHA  753916   |                         |         |          |        0,00 |
| M2A0       |551|2096|M029|12.851.542|Manilha curva RR-C-271 gr 8 CMT 55 t    |A RECUPER|A RECUPER |                  |4904160553|05.01.2026|         2-|          |FICHA  753916   |                         |         |          |        0,00 |
| KEE8       |Y21|2096|F1VB|12.856.345|Cabeça d/tração p/ueh (SWL)= 120 ton    |USADO    |USADO     |                  |4904108532|01.01.2026|         1 |          |002933674-1     |2696402/0601             |         |          |        0,00 |
| KEE8       |Y21|2096|F1VB|12.856.345|Cabeça d/tração p/ueh (SWL)= 120 ton    |USADO    |USADO     |                  |4904108532|01.01.2026|         1-|          |002933674-1     |2696402/0601             |         |          |        0,00 |
| R7YE       |Y21|2096|F1VB|12.861.657|Cab.d/tração 9" 10 Ksi SWL 35 ton       |USADO    |USADO     |                  |4904180814|06.01.2026|         1-|          |002934761-1     |NF 2704531/NFTC 617      |         |          |        0,00 |
| R7YE       |Y21|2096|F1VB|12.861.657|Cab.d/tração 9" 10 Ksi SWL 35 ton       |USADO    |USADO     |                  |4904180814|06.01.2026|         1 |          |002934761-1     |NF 2704531/NFTC 617      |         |          |        0,00 |
| DELM       |Y21|2096|F1VB|12.861.689|Cab.d/tração 7 1/16" 10 Ksi SWL 500 ton |USADO    |USADO     |                  |4904168434|05.01.2026|         2 |          |002934576-1     |BAVIT GEM SATO-07-144/25 |         |          |        0,00 |
| DELM       |Y21|2096|0777|12.861.689|Cab.d/tração 7 1/16" 10 Ksi SWL 500 ton |USADO    |USADO     |                  |4904168434|05.01.2026|         2-|          |002934576-1     |BAVIT GEM SATO-07-144/25 |         |          |        0,00 |
| DELM       |202|2096|0777|12.861.689|Cab.d/tração 7 1/16" 10 Ksi SWL 500 ton |USADO    |USADO     |                  |4904168430|05.01.2026|         2 |          |                |BAVIT GEM SATO-07-144/25 |         |          |        0,54 |
| XB5K       |201|2096|F1VB|12.883.612|Anel de carga DN 45mm                   |CONS/IAMN|CONS/IAMN |                  |4904202761|07.01.2026|         1-|          |2816095-875     |BAVIT SKAU 01/2026       |         |          |      711,44-|
| XB5K       |201|2096|F1VB|12.883.612|Anel de carga DN 45mm                   |CONS/IAMN|CONS/IAMN |                  |4904202762|07.01.2026|         1-|          |2816095-875     |BAVIT SKAU 01/2026       |         |          |      711,44-|
| XB5K       |201|2096|F1VB|12.883.612|Anel de carga DN 45mm                   |CONS/IAMN|CONS/IAMN |                  |4904202872|07.01.2026|         1-|          |2816095-875     |BAVIT SKAU 01/2026       |         |          |      711,44-|
| R7YE       |311|2929|0777|12.883.612|Anel de carga DN 45mm                   |USADO    |USADO     |                  |4904178042|06.01.2026|         2 |          |000003228-1     |XPE0103432               |         |          |        0,00 |
| R7YE       |201|2929|0777|12.883.612|Anel de carga DN 45mm                   |USADO    |USADO     |                  |4904178044|06.01.2026|         2-|          |000003228-1     |XPE0103432               |         |          |        2,00-|
| R7YE       |311|2929|M0UB|12.883.612|Anel de carga DN 45mm                   |USADO    |USADO     |                  |4904178042|06.01.2026|         2-|          |000003228-1     |XPE0103432               |         |          |        0,00 |
| KEE8       |Y21|2096|F1VB|12.889.242|Cabeça d/tração p/ueh (SWL)= 80 ton Diâm|USADO    |USADO     |                  |4904125728|02.01.2026|         1 |          |002933969-1     | 2702565/631             |         |          |        0,00 |
| KEE8       |Y21|2096|F1VB|12.889.242|Cabeça d/tração p/ueh (SWL)= 80 ton Diâm|USADO    |USADO     |                  |4904125728|02.01.2026|         1-|          |002933969-1     | 2702565/631             |         |          |        0,00 |
| FB4Q       |311|2096|F1VB|12.893.286|Cab.d/tração 4 1/16" 5 Ksi SWL 55 ton   |USADO    |USADO     |                  |4904250063|10.01.2026|         1-|          |2926106-893     |BAVIT SKNI 09/2025       |         |          |        0,00 |
| FB4Q       |311|2096|0777|12.893.286|Cab.d/tração 4 1/16" 5 Ksi SWL 55 ton   |USADO    |USADO     |                  |4904250063|10.01.2026|         1 |          |2926106-893     |BAVIT SKNI 09/2025       |         |          |        0,00 |
| DELM       |202|2096|0777|12.896.131|Cab.d/tração 7 1/16" 10 Ksi SWL 55 ton  |USADO    |USADO     |                  |4904166701|05.01.2026|         2 |          |                |BAVIT GEM SATO-07-144/25 |         |          |        0,26 |
| DELM       |Y21|2096|F1VB|12.896.131|Cab.d/tração 7 1/16" 10 Ksi SWL 55 ton  |USADO    |USADO     |                  |4904166704|05.01.2026|         1 |          |002934557-1     |BAVIT GEM SATO-07-144/25 |         |          |        0,00 |
| DELM       |Y21|2096|0777|12.896.131|Cab.d/tração 7 1/16" 10 Ksi SWL 55 ton  |USADO    |USADO     |                  |4904166704|05.01.2026|         1-|          |002934557-1     |BAVIT GEM SATO-07-144/25 |         |          |        0,00 |
| DELM       |201|2096|0777|12.896.131|Cab.d/tração 7 1/16" 10 Ksi SWL 55 ton  |USADO    |USADO     |                  |4904166702|05.01.2026|         2-|          |                |BAVIT GEM SATO-07-144/25 |         |          |        0,26-|
| DELM       |202|2096|0777|12.896.131|Cab.d/tração 7 1/16" 10 Ksi SWL 55 ton  |USADO    |USADO     |                  |4904166703|05.01.2026|         1 |          |                |BAVIT GEM SATO-07-144/25 |         |          |        0,13 |
| FB4Q       |311|2096|F1VB|12.918.063|Cab.d/tração 7 1/16" 5 Ksi SWL 55 ton   |USADO    |USADO     |                  |4904248984|10.01.2026|         1-|          |2805449-902     |BAVIT SKNI 09/2025       |         |          |        0,00 |
| FB4Q       |311|2096|0777|12.918.063|Cab.d/tração 7 1/16" 5 Ksi SWL 55 ton   |USADO    |USADO     |                  |4904248984|10.01.2026|         1 |          |2805449-902     |BAVIT SKNI 09/2025       |         |          |        0,00 |
| SYL1       |311|2096|F1UB|13.130.406|Cab.d/tração 7 1/16" 10 Ksi SWL 500 ton |USADO    |USADO     |                  |4904192311|06.01.2026|         1-|          |NF2913637-5774  |XPE0103432 ESTORNO       |         |          |        0,00 |
| SYL1       |311|2096|0777|13.130.406|Cab.d/tração 7 1/16" 10 Ksi SWL 500 ton |USADO    |USADO     |                  |4904192311|06.01.2026|         1 |          |NF2913637-5774  |XPE0103432 ESTORNO       |         |          |        0,00 |
| SYL1       |201|2096|0777|13.130.406|Cab.d/tração 7 1/16" 10 Ksi SWL 500 ton |USADO    |USADO     |                  |4904192313|06.01.2026|         1-|          |XPE0103432      |NF 2913637-5774 ESTORNO  |         |          |        1,00-|
| M2A0       |301|2096|M029|13.307.599|Anel de carga DN 87mm 125t              |CONS/NAC |CONS/NAC  |                  |4904237054|09.01.2026|         2-|          |                |                         |         |          |   12.034,79-|
| R7YE       |311|2096|F1VB|13.307.599|Anel de carga DN 87mm 125t              |USADO    |USADO     |                  |4904224154|08.01.2026|         2-|          |002926642-1     |GEM WAVE 114/2025        |         |          |        0,00 |
| R7YE       |311|2096|0777|13.307.599|Anel de carga DN 87mm 125t              |USADO    |USADO     |                  |4904224154|08.01.2026|         2 |          |002926642-1     |GEM WAVE 114/2025        |         |          |        0,00 |
| R7YE       |201|2096|0777|13.307.599|Anel de carga DN 87mm 125t              |USADO    |USADO     |                  |4904224156|08.01.2026|         2-|          |WAVE 114/2025   |BAÇU SWAV 08-2025        |         |          |        2,00-|
| G58N       |862|2914|0017|13.307.599|Anel de carga DN 87mm 125t              |CONS/NAC |CONS/NAC  |                  |4904131972|02.01.2026|         2-|4514924016|000206170-1     |                         |         |          |   12.034,79-|
| F30B       |Y21|2096|F1UB|13.313.789|Cab.d/tração 9" 5 Ksi SWL 55 ton        |USADO    |USADO     |                  |4904160670|05.01.2026|         1 |          |002934469-1     |                         |         |          |        0,00 |
| F30B       |Y21|2096|0777|13.313.789|Cab.d/tração 9" 5 Ksi SWL 55 ton        |USADO    |USADO     |                  |4904160670|05.01.2026|         1-|          |002934469-1     |                         |         |          |        0,00 |
| F30B       |Y21|2096|0777|13.313.789|Cab.d/tração 9" 5 Ksi SWL 55 ton        |USADO    |USADO     |                  |4904160670|05.01.2026|         1-|          |002934469-1     |                         |         |          |        0,00 |
| F30B       |Y21|2096|F1UB|13.313.789|Cab.d/tração 9" 5 Ksi SWL 55 ton        |USADO    |USADO     |                  |4904160670|05.01.2026|         1 |          |002934469-1     |                         |         |          |        0,00 |
| F30B       |Y21|2096|0777|13.315.271|Cab.d/tração 9" 5 Ksi SWL 350 ton       |USADO    |USADO     |                  |4904160670|05.01.2026|         1-|          |002934469-1     |                         |         |          |        0,00 |
| F30B       |Y21|2096|F1UB|13.315.271|Cab.d/tração 9" 5 Ksi SWL 350 ton       |USADO    |USADO     |                  |4904160670|05.01.2026|         1 |          |002934469-1     |                         |         |          |        0,00 |
| F30B       |Y21|2096|0777|13.315.271|Cab.d/tração 9" 5 Ksi SWL 350 ton       |USADO    |USADO     |                  |4904160670|05.01.2026|         1-|          |002934469-1     |                         |         |          |        0,00 |
| F30B       |Y21|2096|F1UB|13.315.271|Cab.d/tração 9" 5 Ksi SWL 350 ton       |USADO    |USADO     |                  |4904160670|05.01.2026|         1 |          |002934469-1     |                         |         |          |        0,00 |
| F30B       |Y21|2096|0777|13.315.271|Cab.d/tração 9" 5 Ksi SWL 350 ton       |USADO    |USADO     |                  |4904160670|05.01.2026|         1-|          |002934469-1     |                         |         |          |        0,00 |
| F30B       |Y21|2096|F1UB|13.315.271|Cab.d/tração 9" 5 Ksi SWL 350 ton       |USADO    |USADO     |                  |4904160670|05.01.2026|         1 |          |002934469-1     |                         |         |          |        0,00 |
| F30B       |Y21|2096|0777|13.315.271|Cab.d/tração 9" 5 Ksi SWL 350 ton       |USADO    |USADO     |                  |4904160670|05.01.2026|         1-|          |002934469-1     |                         |         |          |        0,00 |
| F30B       |Y21|2096|F1UB|13.315.271|Cab.d/tração 9" 5 Ksi SWL 350 ton       |USADO    |USADO     |                  |4904160670|05.01.2026|         1 |          |002934469-1     |                         |         |          |        0,00 |
| L1SG       |281|2096|M001|13.439.167|Tampão DN 5"                            |USADO    |USADO     |                  |4904234880|09.01.2026|         2-|          |                |                         |         |1001276124|        2,00-|
| FFMT       |Y23|2096|M001|13.439.167|Tampão DN 5"                            |USADO    |USADO     |                  |4904228798|07.01.2026|         2 |          |141991-001      |002886538                |127943906|          |        0,00 |
| FFMT       |Y23|2096|F4OC|13.439.167|Tampão DN 5"                            |USADO    |USADO     |                  |4904228798|07.01.2026|         2-|          |141991-001      |002886538                |127943906|          |        0,00 |
| L1SG       |281|2096|M001|13.439.192|Tampão DN 3"                            |USADO    |USADO     |                  |4904234715|09.01.2026|         2-|          |                |                         |         |1001276124|        2,00-|
| FFMT       |Y23|2096|M001|13.439.192|Tampão DN 3"                            |USADO    |USADO     |                  |4904228792|07.01.2026|         2 |          |141990-001      |002884499                |127943904|          |        0,00 |
| FFMT       |Y23|2096|F4OC|13.439.192|Tampão DN 3"                            |USADO    |USADO     |                  |4904228792|07.01.2026|         2-|          |141990-001      |002884499                |127943904|          |        0,00 |
| DMSD       |Y21|2096|M001|13.448.927|Mangueira p/ hidráulica 3/8" 100m       |USADO    |USADO     |                  |4904235576|09.01.2026|         1-|          |002935941-1     |                         |127966737|          |        0,00 |
| DMSD       |Y21|2096|F4OC|13.448.927|Mangueira p/ hidráulica 3/8" 100m       |USADO    |USADO     |                  |4904235576|09.01.2026|         1 |          |002935941-1     |                         |127966737|          |        0,00 |
| DMSD       |202|2096|M001|13.448.927|Mangueira p/ hidráulica 3/8" 100m       |USADO    |USADO     |                  |4904226972|08.01.2026|         1 |          |                |                         |127958529|          |        1,00 |
| R7YE       |311|2929|0777|13.494.528|Cab.d/tração 9" 10 Ksi SWL 85 ton       |USADO    |USADO     |                  |4904178045|06.01.2026|         1 |          |000003225-1     |XPE0103013               |         |          |        0,00 |
| R7YE       |201|2929|0777|13.494.528|Cab.d/tração 9" 10 Ksi SWL 85 ton       |USADO    |USADO     |                  |4904178046|06.01.2026|         1-|          |000003225-1     |XPE0103013               |         |          |        1,00-|
| R7YE       |311|2929|M0UB|13.494.528|Cab.d/tração 9" 10 Ksi SWL 85 ton       |USADO    |USADO     |                  |4904178045|06.01.2026|         1-|          |000003225-1     |XPE0103013               |         |          |        0,00 |
| NVAU       |101|2096|    |70.000.123|Transporte oper.terrestre - carga solta |         |          |                  |5043306599|05.01.2026|        30 |4514925405|                |                         |         |          |    3.956,34 |
| KJWT       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329887|08.01.2026|         1-|4514925523|                |cONTA BLOQUEADA          |         |          |   18.659,14-|
| KJWT       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329887|08.01.2026|         1-|4514925523|                |cONTA BLOQUEADA          |         |          |   18.659,14-|
| KJWT       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329887|08.01.2026|         1-|4514925523|                |cONTA BLOQUEADA          |         |          |   74.636,54-|
| KJWT       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329887|08.01.2026|         1-|4514925523|                |cONTA BLOQUEADA          |         |          |    7.094,98-|
| KJWT       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329887|08.01.2026|         1-|4514925523|                |cONTA BLOQUEADA          |         |          |    7.094,98-|
| KJWT       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329883|08.01.2026|         1-|4514917679|                |cONTA BLOQUEADA          |         |1001235198|   25.100,38-|
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329652|08.01.2026|         1 |4514925523|                |                         |         |          |   25.100,38 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329652|08.01.2026|         1 |4514925523|                |                         |         |          |    5.938,55 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329652|08.01.2026|         1 |4514925523|                |                         |         |          |   18.659,14 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329652|08.01.2026|         1 |4514925523|                |                         |         |          |   55.977,41 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329652|08.01.2026|         1 |4514925523|                |                         |         |          |   18.659,14 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329652|08.01.2026|         1 |4514925523|                |                         |         |          |   18.659,14 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329652|08.01.2026|         1 |4514925523|                |                         |         |          |   74.636,54 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329652|08.01.2026|         1 |4514925523|                |                         |         |          |    7.094,98 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329652|08.01.2026|         1 |4514925523|                |                         |         |          |    7.094,98 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329468|08.01.2026|         1 |4514939298|                |                         |         |1001235198|   25.100,38 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329467|08.01.2026|         1 |4514939298|                |                         |         |1001193684|    7.094,98 |
| KJWT       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329887|08.01.2026|         1-|4514925523|                |cONTA BLOQUEADA          |         |          |   55.977,41-|
| KJWT       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329887|08.01.2026|         1-|4514925523|                |cONTA BLOQUEADA          |         |          |   18.659,14-|
| KJWT       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329887|08.01.2026|         1-|4514925523|                |cONTA BLOQUEADA          |         |          |    5.938,55-|
| KJWT       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329887|08.01.2026|         1-|4514925523|                |cONTA BLOQUEADA          |         |          |   25.100,38-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043331886|08.01.2026|         1-|4514922394|                |                         |         |*         |    7.094,98-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043331886|08.01.2026|         1-|4514922394|                |                         |         |*         |    7.094,98-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043331886|08.01.2026|         1-|4514922394|                |                         |         |*         |   25.100,38-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043331886|08.01.2026|         1-|4514922394|                |                         |         |*         |    7.094,98-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043331886|08.01.2026|         1-|4514922394|                |                         |         |*         |   14.189,94-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043331886|08.01.2026|         1-|4514922394|                |                         |         |*         |    7.094,98-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043331886|08.01.2026|         1-|4514922394|                |                         |         |*         |   50.200,76-|
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043332068|08.01.2026|         1 |4514922394|                |                         |         |*         |    7.094,98 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043332068|08.01.2026|         1 |4514922394|                |                         |         |*         |    7.094,98 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043332068|08.01.2026|         1 |4514922394|                |                         |         |*         |   25.100,38 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043332068|08.01.2026|         1 |4514922394|                |                         |         |*         |    7.094,98 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043332068|08.01.2026|         1 |4514922394|                |                         |         |*         |   14.189,94 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043332068|08.01.2026|         1 |4514922394|                |                         |         |*         |    7.094,98 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043332068|08.01.2026|         1 |4514922394|                |                         |         |*         |   50.200,76 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329467|08.01.2026|     0,700 |4514939298|                |                         |         |1001193684|    4.966,48 |
| KJWT       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329466|08.01.2026|         1 |4514939298|                |                         |         |1001080149|   37.318,27 |
| KJWT       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329422|08.01.2026|         1-|4514917679|                |cONTA BLOQUEADA          |         |1001193684|    7.094,98-|
| KJWT       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329422|08.01.2026|     0,700-|4514917679|                |cONTA BLOQUEADA          |         |1001193684|    4.966,48-|
| KJWT       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043329421|08.01.2026|         1-|4514917679|                |cONTA BLOQUEADA          |         |1001080149|   37.318,27-|
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328380|08.01.2026|     0,520 |4514921794|                |                         |         |*         |   29.108,26 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328380|08.01.2026|     1,640 |4514921794|                |                         |         |*         |   30.601,00 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328380|08.01.2026|         1 |4514921794|                |                         |         |*         |   18.659,15 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328380|08.01.2026|         1 |4514921794|                |                         |         |*         |   74.636,51 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328380|08.01.2026|         1 |4514921794|                |                         |         |*         |    7.094,99 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328380|08.01.2026|         1 |4514921794|                |                         |         |*         |    7.094,97 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328380|08.01.2026|         1 |4514921794|                |                         |         |*         |   25.100,39 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328380|08.01.2026|         1 |4514921794|                |                         |         |*         |   25.100,39 |
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328503|07.01.2026|     0,680-|4514921794|                |                         |         |*         |   38.064,61-|
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328495|07.01.2026|         1 |4514921794|                |                         |         |*         |   25.100,39 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328495|07.01.2026|         1 |4514921794|                |                         |         |*         |   25.100,39 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328495|07.01.2026|         1 |4514921794|                |                         |         |*         |    7.094,97 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328495|07.01.2026|         1 |4514921794|                |                         |         |*         |    7.094,99 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328495|07.01.2026|         1 |4514921794|                |                         |         |*         |   74.636,54 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328495|07.01.2026|         1 |4514921794|                |                         |         |*         |   18.659,15 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328495|07.01.2026|     1,640 |4514921794|                |                         |         |*         |   30.601,00 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328495|07.01.2026|     0,680 |4514921794|                |                         |         |*         |   38.064,61 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328485|07.01.2026|     1,320 |4514922108|                |                         |         |*         |   49.260,11 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328485|07.01.2026|     0,360 |4514922108|                |                         |         |*         |    6.717,29 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328485|07.01.2026|     0,580 |4514922108|                |                         |         |*         |   32.466,90 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328397|07.01.2026|         1 |4514922283|                |                         |         |*         |   50.660,14 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328397|07.01.2026|         1 |4514922283|                |                         |         |*         |   24.728,90 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328397|07.01.2026|         1 |4514922283|                |                         |         |*         |   25.100,39 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328397|07.01.2026|         1 |4514922283|                |                         |         |*         |    5.850,64 |
| TRNS       |101|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328397|07.01.2026|         1 |4514922283|                |                         |         |*         |   18.659,14 |
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328503|07.01.2026|     1,640-|4514921794|                |                         |         |*         |   30.601,00-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328506|07.01.2026|         1-|4514921794|                |                         |         |*         |   25.100,39-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328506|07.01.2026|         1-|4514921794|                |                         |         |*         |   25.100,39-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328506|07.01.2026|         1-|4514921794|                |                         |         |*         |    7.094,97-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328506|07.01.2026|         1-|4514921794|                |                         |         |*         |    7.094,99-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328506|07.01.2026|         1-|4514921794|                |                         |         |*         |   74.636,54-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328506|07.01.2026|         1-|4514921794|                |                         |         |*         |   18.659,15-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328506|07.01.2026|     1,640-|4514921794|                |                         |         |*         |   30.601,00-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328506|07.01.2026|     0,680-|4514921794|                |                         |         |*         |   38.064,61-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328505|07.01.2026|         1-|4514922283|                |                         |         |*         |   50.934,80-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328505|07.01.2026|         1-|4514922283|                |                         |         |*         |   24.728,90-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328505|07.01.2026|         1-|4514922283|                |                         |         |*         |   25.100,39-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328505|07.01.2026|     0,500-|4514922283|                |                         |         |*         |    5.663,89-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328505|07.01.2026|         1-|4514922283|                |                         |         |*         |    5.850,64-|
| TRNS       |102|2096|    |70.000.196|Serviços de apoio operacional - S/mater.|         |          |                  |5043328505|07.01.2026|         1-|4514922283|                |                         |         |*         |   18.659,14-|
